round;player;action_player;opponent;action_opponent;payoff;time_php;time_js;treatment;session;context;prev;prev_player;prev_opp
10;s13n12usuario5;D;s13n12usuario15;D;1;61.071.999.073;6073;rand;s13n12;CDD;CD;C;D
11;s13n12usuario5;D;s13n12usuario8;D;1;611.479.997.635;6085;rand;s13n12;DDD;DD;D;D
12;s13n12usuario5;D;s13n12usuario8;D;1;483.270.001.411;4805;rand;s13n12;DDD;DD;D;D
13;s13n12usuario5;D;s13n12usuario1;D;1;460.989.999.771;4580;rand;s13n12;DDD;DD;D;D
14;s13n12usuario5;D;s13n12usuario12;D;1;622.900.009.155;6169;rand;s13n12;DDD;DD;D;D
15;s13n12usuario5;D;s13n12usuario12;D;1;489.470.005.035;4863;rand;s13n12;DDD;DD;D;D
16;s13n12usuario5;D;s13n12usuario3;D;1;681.469.988.823;6782;rand;s13n12;DDD;DD;D;D
17;s13n12usuario5;D;s13n12usuario6;D;1;254.250.001.907;2514;rand;s13n12;DDD;DD;D;D
18;s13n12usuario5;D;s13n12usuario6;D;1;169.659.996.033;1670;rand;s13n12;DDD;DD;D;D
19;s13n12usuario5;C;s13n12usuario3;D;0;422.510.004.044;4206;rand;s13n12;DDC;DD;D;D
20;s13n12usuario5;D;s13n12usuario14;D;1;184.889.984.131;1831;rand;s13n12;CDD;CD;C;D
21;s13n12usuario5;D;s13n12usuario15;D;1;4687.5;4657;rand;s13n12;DDD;DD;D;D
22;s13n12usuario5;D;s13n12usuario6;D;1;101.559.996.605;998;rand;s13n12;DDD;DD;D;D
23;s13n12usuario5;D;s13n12usuario13;D;1;131.360.006.332;1285;rand;s13n12;DDD;DD;D;D
24;s13n12usuario5;C;s13n12usuario10;D;0;127.920.007.706;1255;rand;s13n12;DDC;DD;D;D
25;s13n12usuario5;C;s13n12usuario7;D;0;281.980.013.847;2802;rand;s13n12;CDC;CD;C;D
26;s13n12usuario5;D;s13n12usuario13;D;1;20.585.000.515;2040;rand;s13n12;CDD;CD;C;D
27;s13n12usuario5;D;s13n12usuario9;D;1;380.949.997.902;3782;rand;s13n12;DDD;DD;D;D
28;s13n12usuario5;C;s13n12usuario7;D;0;355.239.987.373;3533;rand;s13n12;DDC;DD;D;D
29;s13n12usuario5;C;s13n12usuario4;C;3;187.549.996.376;1849;rand;s13n12;CDC;CD;C;D
30;s13n12usuario5;C;s13n12usuario11;D;0;344.079.995.155;3421;rand;s13n12;CCC;CC;C;C
31;s13n12usuario5;C;s13n12usuario9;D;0;133.879.995.346;1313;rand;s13n12;CDC;CD;C;D
32;s13n12usuario5;C;s13n12usuario9;D;0;126.789.999.008;1248;rand;s13n12;CDC;CD;C;D
33;s13n12usuario5;D;s13n12usuario10;D;1;13.085.000.515.000.000;1281;rand;s13n12;CDD;CD;C;D
34;s13n12usuario5;D;s13n12usuario14;D;1;469.219.994.545;4666;rand;s13n12;DDD;DD;D;D
35;s13n12usuario5;C;s13n12usuario10;C;3;685.829.997.063;6827;rand;s13n12;DDC;DD;D;D
36;s13n12usuario5;C;s13n12usuario16;D;0;544.330.000.877;5414;rand;s13n12;CCC;CC;C;C
37;s13n12usuario5;C;s13n12usuario6;D;0;17.797.999.381.999.900;1754;rand;s13n12;CDC;CD;C;D
38;s13n12usuario5;C;s13n12usuario7;D;0;28.017.001.152;2777;rand;s13n12;CDC;CD;C;D
39;s13n12usuario5;C;s13n12usuario6;D;0;283.209.991.455;2800;rand;s13n12;CDC;CD;C;D
40;s13n12usuario5;C;s13n12usuario8;D;0;257.990.002.632;2558;rand;s13n12;CDC;CD;C;D
41;s13n12usuario5;D;s13n12usuario8;D;1;10.583.999.157;1039;rand;s13n12;CDD;CD;C;D
42;s13n12usuario5;D;s13n12usuario1;C;4;139.289.999.008;1365;rand;s13n12;DDD;DD;D;D
43;s13n12usuario5;D;s13n12usuario1;C;4;225.849.986.076;2232;rand;s13n12;DCD;DC;D;C
44;s13n12usuario5;D;s13n12usuario2;D;1;168.949.985.504;1664;rand;s13n12;DCD;DC;D;C
45;s13n12usuario5;D;s13n12usuario16;D;1;130.229.997.635;1279;rand;s13n12;DDD;DD;D;D
46;s13n12usuario5;D;s13n12usuario10;C;4;101.279.997.826;995;rand;s13n12;DDD;DD;D;D
47;s13n12usuario5;D;s13n12usuario1;D;1;111.199.998.856;1090;rand;s13n12;DCD;DC;D;C
48;s13n12usuario5;D;s13n12usuario3;D;1;988.500.118.256;963;rand;s13n12;DDD;DD;D;D
49;s13n12usuario5;D;s13n12usuario11;D;1;8.085.000.514.980.000;779;rand;s13n12;DDD;DD;D;D
50;s13n12usuario5;D;s13n12usuario7;D;1;661.999.940.872;636;rand;s13n12;DDD;DD;D;D
51;s13n12usuario5;D;s13n12usuario14;D;1;12.093.000.412;1182;rand;s13n12;DDD;DD;D;D
52;s13n12usuario5;D;s13n12usuario15;D;1;825.700.044.632;799;rand;s13n12;DDD;DD;D;D
53;s13n12usuario5;D;s13n12usuario1;D;1;747.200.012.207;725;rand;s13n12;DDD;DD;D;D
54;s13n12usuario5;D;s13n12usuario14;D;1;956.899.881.363;898;rand;s13n12;DDD;DD;D;D
55;s13n12usuario5;D;s13n12usuario6;C;4;7.748.999.595.639.990;747;rand;s13n12;DDD;DD;D;D
56;s13n12usuario5;D;s13n12usuario13;D;1;441.199.994.087;4385;rand;s13n12;DCD;DC;D;C
57;s13n12usuario5;D;s13n12usuario9;D;1;101.259.994.507;973;rand;s13n12;DDD;DD;D;D
58;s13n12usuario5;C;s13n12usuario8;D;0;112.599.992.752;1102;rand;s13n12;DDC;DD;D;D
59;s13n12usuario5;D;s13n12usuario8;D;1;167.300.009.727;1644;rand;s13n12;CDD;CD;C;D
60;s13n12usuario5;D;s13n12usuario2;C;4;760.200.023.651;742;rand;s13n12;DDD;DD;D;D
61;s13n12usuario5;D;s13n12usuario15;D;1;13.859.000.205.999.900;1359;rand;s13n12;DCD;DC;D;C
62;s13n12usuario5;D;s13n12usuario12;D;1;237.820.005.417;2351;rand;s13n12;DDD;DD;D;D
63;s13n12usuario5;D;s13n12usuario9;D;1;292.619.991.302;2902;rand;s13n12;DDD;DD;D;D
64;s13n12usuario5;D;s13n12usuario16;D;1;123.239.994.049;1203;rand;s13n12;DDD;DD;D;D
65;s13n12usuario5;D;s13n12usuario13;C;4;253.769.993.782;2514;rand;s13n12;DDD;DD;D;D
66;s13n12usuario5;D;s13n12usuario13;D;1;182.799.983.025;1805;rand;s13n12;DCD;DC;D;C
67;s13n12usuario5;D;s13n12usuario12;D;1;796.200.037.003;747;rand;s13n12;DDD;DD;D;D
68;s13n12usuario5;C;s13n12usuario6;C;3;251.450.014.114;2487;rand;s13n12;DDC;DD;D;D
69;s13n12usuario5;C;s13n12usuario9;D;0;358.529.996.872;3559;rand;s13n12;CCC;CC;C;C
70;s13n12usuario5;C;s13n12usuario8;D;0;972.599.983.215;946;rand;s13n12;CDC;CD;C;D
71;s13n12usuario5;C;s13n12usuario16;D;0;171.100.020.409;1684;rand;s13n12;CDC;CD;C;D
72;s13n12usuario5;D;s13n12usuario15;D;1;8.875.000.476.839.990;862;rand;s13n12;CDD;CD;C;D
73;s13n12usuario5;D;s13n12usuario16;C;4;8.013.000.488.280.000;773;rand;s13n12;DDD;DD;D;D
74;s13n12usuario5;D;s13n12usuario4;D;1;984.200.000.763;956;rand;s13n12;DCD;DC;D;C
75;s13n12usuario5;D;s13n12usuario2;D;1;991.899.967.194;960;rand;s13n12;DDD;DD;D;D
76;s13n12usuario5;D;s13n12usuario2;D;1;837.700.128.555;809;rand;s13n12;DDD;DD;D;D
77;s13n12usuario5;D;s13n12usuario4;D;1;369.799.995.422;3679;rand;s13n12;DDD;DD;D;D
78;s13n12usuario5;D;s13n12usuario3;D;1;131.830.000.877;1292;rand;s13n12;DDD;DD;D;D
79;s13n12usuario5;D;s13n12usuario8;D;1;214.700.007.439;2120;rand;s13n12;DDD;DD;D;D
80;s13n12usuario5;C;s13n12usuario9;D;0;115.499.997.139;1137;rand;s13n12;DDC;DD;D;D
81;s13n12usuario5;C;s13n12usuario10;D;0;933.099.985.123;906;rand;s13n12;CDC;CD;C;D
82;s13n12usuario5;C;s13n12usuario11;C;3;7.214.999.198.910.000;696;rand;s13n12;CDC;CD;C;D
83;s13n12usuario5;D;s13n12usuario12;D;1;20.039.999.485;1980;rand;s13n12;CCD;CC;C;C
84;s13n12usuario5;D;s13n12usuario10;D;1;100.880.002.975;986;rand;s13n12;DDD;DD;D;D
85;s13n12usuario5;D;s13n12usuario9;C;4;189.709.997.177;1870;rand;s13n12;DDD;DD;D;D
86;s13n12usuario5;D;s13n12usuario2;D;1;274.930.000.305;2730;rand;s13n12;DCD;DC;D;C
87;s13n12usuario5;D;s13n12usuario12;D;1;10.829.000.473;1050;rand;s13n12;DDD;DD;D;D
88;s13n12usuario5;D;s13n12usuario4;D;1;262.999.987.602;2611;rand;s13n12;DDD;DD;D;D
89;s13n12usuario5;D;s13n12usuario1;D;1;210.109.996.796;2077;rand;s13n12;DDD;DD;D;D
90;s13n12usuario5;D;s13n12usuario9;D;1;912.800.073.624;883;rand;s13n12;DDD;DD;D;D
91;s13n12usuario5;D;s13n12usuario9;D;1;693.400.144.577;668;rand;s13n12;DDD;DD;D;D
92;s13n12usuario5;D;s13n12usuario7;D;1;111.539.983.749;1090;rand;s13n12;DDD;DD;D;D
93;s13n12usuario5;C;s13n12usuario2;D;0;138.529.992.104;1358;rand;s13n12;DDC;DD;D;D
94;s13n12usuario5;C;s13n12usuario13;D;0;96.280.002.594;946;rand;s13n12;CDC;CD;C;D
95;s13n12usuario5;C;s13n12usuario4;D;0;150.269.985.199;1476;rand;s13n12;CDC;CD;C;D
96;s13n12usuario5;C;s13n12usuario4;D;0;236.159.992.218;2335;rand;s13n12;CDC;CD;C;D
97;s13n12usuario5;D;s13n12usuario8;D;1;891.100.168.228;866;rand;s13n12;CDD;CD;C;D
98;s13n12usuario5;D;s13n12usuario4;C;4;617.100.000.381;599;rand;s13n12;DDD;DD;D;D
99;s13n12usuario5;D;s13n12usuario14;D;1;8.164.999.485.019.990;790;rand;s13n12;DCD;DC;D;C
100;s13n12usuario5;D;s13n12usuario12;D;1;6.812.000.274.659.990;655;rand;s13n12;DDD;DD;D;D
1;s13n12usuario6;D;s13n12usuario5;C;4;946.399.998.665;8173;rand;s13n12;--;--;;
2;s13n12usuario6;D;s13n12usuario1;C;4;86.398.999.691;8609;rand;s13n12;DCD;DC;D;C
3;s13n12usuario6;D;s13n12usuario14;C;4;525.449.991.226;5224;rand;s13n12;DCD;DC;D;C
4;s13n12usuario6;D;s13n12usuario9;D;1;533.450.007.439;5304;rand;s13n12;DCD;DC;D;C
5;s13n12usuario6;D;s13n12usuario7;C;4;388.569.998.741;3861;rand;s13n12;DDD;DD;D;D
6;s13n12usuario6;D;s13n12usuario4;D;1;421.259.999.275;4188;rand;s13n12;DCD;DC;D;C
7;s13n12usuario6;D;s13n12usuario15;D;1;999.619.984.627;9970;rand;s13n12;DDD;DD;D;D
8;s13n12usuario6;C;s13n12usuario13;D;0;168.843.998.909;16862;rand;s13n12;DDC;DD;D;D
9;s13n12usuario6;D;s13n12usuario16;D;1;386.629.986.763;3835;rand;s13n12;CDD;CD;C;D
10;s13n12usuario6;D;s13n12usuario4;C;4;105.376.000.404;10514;rand;s13n12;DDD;DD;D;D
11;s13n12usuario6;D;s13n12usuario3;D;1;392.290.019.989;3894;rand;s13n12;DCD;DC;D;C
12;s13n12usuario6;D;s13n12usuario10;D;1;333.619.999.886;3307;rand;s13n12;DDD;DD;D;D
13;s13n12usuario6;D;s13n12usuario8;D;1;188.249.993.324;1856;rand;s13n12;DDD;DD;D;D
14;s13n12usuario6;D;s13n12usuario15;D;1;185.150.003.433;1826;rand;s13n12;DDD;DD;D;D
15;s13n12usuario6;D;s13n12usuario8;D;1;192.330.002.785;1906;rand;s13n12;DDD;DD;D;D
16;s13n12usuario6;D;s13n12usuario2;C;4;110.759.997.368;1083;rand;s13n12;DDD;DD;D;D
17;s13n12usuario6;D;s13n12usuario5;D;1;158.550.000.191;1562;rand;s13n12;DCD;DC;D;C
18;s13n12usuario6;D;s13n12usuario5;D;1;120.949.983.597;1183;rand;s13n12;DDD;DD;D;D
19;s13n12usuario6;D;s13n12usuario8;D;1;966.099.977.493;949;rand;s13n12;DDD;DD;D;D
20;s13n12usuario6;D;s13n12usuario7;D;1;130.929.994.583;1261;rand;s13n12;DDD;DD;D;D
21;s13n12usuario6;D;s13n12usuario16;D;1;660.680.007.935;6549;rand;s13n12;DDD;DD;D;D
22;s13n12usuario6;D;s13n12usuario5;D;1;125.629.997.253;1226;rand;s13n12;DDD;DD;D;D
23;s13n12usuario6;D;s13n12usuario4;D;1;411.860.013.008;4099;rand;s13n12;DDD;DD;D;D
24;s13n12usuario6;D;s13n12usuario3;D;1;127.530.002.594;1250;rand;s13n12;DDD;DD;D;D
25;s13n12usuario6;D;s13n12usuario11;C;4;131.060.004.234;1284;rand;s13n12;DDD;DD;D;D
26;s13n12usuario6;D;s13n12usuario11;D;1;257.990.002.632;2527;rand;s13n12;DCD;DC;D;C
27;s13n12usuario6;D;s13n12usuario10;D;1;138.460.016.251;1359;rand;s13n12;DDD;DD;D;D
28;s13n12usuario6;D;s13n12usuario14;D;1;154.920.005.798;1506;rand;s13n12;DDD;DD;D;D
29;s13n12usuario6;D;s13n12usuario9;C;4;124.349.999.428;1219;rand;s13n12;DDD;DD;D;D
30;s13n12usuario6;D;s13n12usuario1;D;1;252.959.990.501;2505;rand;s13n12;DCD;DC;D;C
31;s13n12usuario6;D;s13n12usuario13;D;1;131.870.007.515;1289;rand;s13n12;DDD;DD;D;D
32;s13n12usuario6;D;s13n12usuario15;D;1;130.430.006.981;1281;rand;s13n12;DDD;DD;D;D
33;s13n12usuario6;D;s13n12usuario12;D;1;114.359.998.703;1117;rand;s13n12;DDD;DD;D;D
34;s13n12usuario6;D;s13n12usuario4;D;1;225.149.989.128;2229;rand;s13n12;DDD;DD;D;D
35;s13n12usuario6;D;s13n12usuario4;C;4;14.321.000.576;1407;rand;s13n12;DDD;DD;D;D
36;s13n12usuario6;D;s13n12usuario11;C;4;226.960.015.297;2246;rand;s13n12;DCD;DC;D;C
37;s13n12usuario6;D;s13n12usuario5;C;4;140.709.996.223;1391;rand;s13n12;DCD;DC;D;C
38;s13n12usuario6;D;s13n12usuario10;C;4;168.009.996.414;1650;rand;s13n12;DCD;DC;D;C
39;s13n12usuario6;D;s13n12usuario5;C;4;153.000.020.981;1500;rand;s13n12;DCD;DC;D;C
40;s13n12usuario6;D;s13n12usuario16;D;1;170.169.997.215;1681;rand;s13n12;DCD;DC;D;C
41;s13n12usuario6;D;s13n12usuario9;D;1;138.719.987.869;1359;rand;s13n12;DDD;DD;D;D
42;s13n12usuario6;D;s13n12usuario11;C;4;118.939.995.766;1170;rand;s13n12;DDD;DD;D;D
43;s13n12usuario6;D;s13n12usuario12;D;1;139.070.010.185;1362;rand;s13n12;DCD;DC;D;C
44;s13n12usuario6;D;s13n12usuario3;D;1;130.739.998.817;1281;rand;s13n12;DDD;DD;D;D
45;s13n12usuario6;D;s13n12usuario9;D;1;120.799.994.469;1184;rand;s13n12;DDD;DD;D;D
46;s13n12usuario6;D;s13n12usuario3;D;1;108.270.001.411;1055;rand;s13n12;DDD;DD;D;D
47;s13n12usuario6;D;s13n12usuario13;D;1;105.609.989.166;1030;rand;s13n12;DDD;DD;D;D
48;s13n12usuario6;D;s13n12usuario15;D;1;147.719.979.286;1431;rand;s13n12;DDD;DD;D;D
49;s13n12usuario6;D;s13n12usuario14;D;1;157.399.988.174;1549;rand;s13n12;DDD;DD;D;D
50;s13n12usuario6;D;s13n12usuario4;D;1;156.769.990.921;1541;rand;s13n12;DDD;DD;D;D
51;s13n12usuario6;C;s13n12usuario9;C;3;358.249.998.093;3555;rand;s13n12;DDC;DD;D;D
52;s13n12usuario6;D;s13n12usuario7;D;1;248.960.018.158;2457;rand;s13n12;CCD;CC;C;C
53;s13n12usuario6;D;s13n12usuario11;C;4;200.480.008.125;1975;rand;s13n12;DDD;DD;D;D
54;s13n12usuario6;D;s13n12usuario1;D;1;38.357.000.351;3809;rand;s13n12;DCD;DC;D;C
55;s13n12usuario6;C;s13n12usuario5;D;0;233.420.014.381;2307;rand;s13n12;DDC;DD;D;D
56;s13n12usuario6;D;s13n12usuario15;D;1;320.600.008.965;3175;rand;s13n12;CDD;CD;C;D
57;s13n12usuario6;C;s13n12usuario12;D;0;348.629.999.161;3462;rand;s13n12;DDC;DD;D;D
58;s13n12usuario6;D;s13n12usuario3;D;1;174.279.999.733;1721;rand;s13n12;CDD;CD;C;D
59;s13n12usuario6;D;s13n12usuario12;D;1;109.730.005.264;1072;rand;s13n12;DDD;DD;D;D
60;s13n12usuario6;D;s13n12usuario1;C;4;139.069.986.343;1366;rand;s13n12;DDD;DD;D;D
61;s13n12usuario6;D;s13n12usuario10;C;4;174.489.998.817;1720;rand;s13n12;DCD;DC;D;C
62;s13n12usuario6;D;s13n12usuario4;D;1;20.529.999.733;2026;rand;s13n12;DCD;DC;D;C
63;s13n12usuario6;D;s13n12usuario4;D;1;117.329.978.943;1146;rand;s13n12;DDD;DD;D;D
64;s13n12usuario6;D;s13n12usuario10;D;1;143.839.979.172;1410;rand;s13n12;DDD;DD;D;D
65;s13n12usuario6;D;s13n12usuario11;C;4;137.999.987.602;1354;rand;s13n12;DDD;DD;D;D
66;s13n12usuario6;D;s13n12usuario10;D;1;156.740.021.706;1540;rand;s13n12;DCD;DC;D;C
67;s13n12usuario6;D;s13n12usuario11;D;1;131.920.003.891;1292;rand;s13n12;DDD;DD;D;D
68;s13n12usuario6;C;s13n12usuario5;C;3;123.880.004.883;1212;rand;s13n12;DDC;DD;D;D
69;s13n12usuario6;D;s13n12usuario8;D;1;166.400.003.433;1636;rand;s13n12;CCD;CC;C;C
70;s13n12usuario6;D;s13n12usuario12;D;1;13.968.000.412;1367;rand;s13n12;DDD;DD;D;D
71;s13n12usuario6;C;s13n12usuario14;D;0;133.350.014.687;1304;rand;s13n12;DDC;DD;D;D
72;s13n12usuario6;D;s13n12usuario16;C;4;177.080.011.368;1744;rand;s13n12;CDD;CD;C;D
73;s13n12usuario6;C;s13n12usuario7;D;0;221.760.010.719;2192;rand;s13n12;DCC;DC;D;C
74;s13n12usuario6;D;s13n12usuario7;D;1;150.450.015.068;1484;rand;s13n12;CDD;CD;C;D
75;s13n12usuario6;D;s13n12usuario9;D;1;113.080.000.877;1107;rand;s13n12;DDD;DD;D;D
76;s13n12usuario6;D;s13n12usuario14;D;1;111.999.988.556;1101;rand;s13n12;DDD;DD;D;D
77;s13n12usuario6;D;s13n12usuario15;D;1;122.650.003.433;1207;rand;s13n12;DDD;DD;D;D
78;s13n12usuario6;D;s13n12usuario4;D;1;124.480.009.079;1223;rand;s13n12;DDD;DD;D;D
79;s13n12usuario6;D;s13n12usuario14;D;1;806.899.785.995;782;rand;s13n12;DDD;DD;D;D
80;s13n12usuario6;C;s13n12usuario1;D;0;153.719.997.406;1512;rand;s13n12;DDC;DD;D;D
81;s13n12usuario6;D;s13n12usuario3;D;1;129.920.005.798;1264;rand;s13n12;CDD;CD;C;D
82;s13n12usuario6;D;s13n12usuario8;D;1;125.890.016.556;1205;rand;s13n12;DDD;DD;D;D
83;s13n12usuario6;D;s13n12usuario14;D;1;179.159.998.894;1775;rand;s13n12;DDD;DD;D;D
84;s13n12usuario6;D;s13n12usuario11;D;1;162.359.976.768;1603;rand;s13n12;DDD;DD;D;D
85;s13n12usuario6;D;s13n12usuario12;D;1;148.269.987.106;1456;rand;s13n12;DDD;DD;D;D
86;s13n12usuario6;D;s13n12usuario8;D;1;121.009.993.553;1185;rand;s13n12;DDD;DD;D;D
87;s13n12usuario6;D;s13n12usuario8;D;1;104.519.987.106;1019;rand;s13n12;DDD;DD;D;D
88;s13n12usuario6;D;s13n12usuario2;D;1;961.499.929.428;935;rand;s13n12;DDD;DD;D;D
89;s13n12usuario6;D;s13n12usuario7;C;4;137.050.008.774;1344;rand;s13n12;DDD;DD;D;D
90;s13n12usuario6;D;s13n12usuario12;D;1;289.790.010.452;2870;rand;s13n12;DCD;DC;D;C
91;s13n12usuario6;D;s13n12usuario13;D;1;12.936.000.824;1265;rand;s13n12;DDD;DD;D;D
92;s13n12usuario6;D;s13n12usuario11;C;4;122.359.991.074;1187;rand;s13n12;DDD;DD;D;D
93;s13n12usuario6;D;s13n12usuario15;D;1;175.580.000.877;1730;rand;s13n12;DCD;DC;D;C
94;s13n12usuario6;D;s13n12usuario9;D;1;124.499.988.556;1219;rand;s13n12;DDD;DD;D;D
95;s13n12usuario6;C;s13n12usuario16;D;0;982.799.768.448;955;rand;s13n12;DDC;DD;D;D
96;s13n12usuario6;D;s13n12usuario3;D;1;125.730.013.847;1232;rand;s13n12;CDD;CD;C;D
97;s13n12usuario6;D;s13n12usuario15;D;1;100.819.993.019;985;rand;s13n12;DDD;DD;D;D
98;s13n12usuario6;D;s13n12usuario13;D;1;103.320.002.556;1005;rand;s13n12;DDD;DD;D;D
99;s13n12usuario6;D;s13n12usuario11;D;1;12.728.998.660.999.900;1247;rand;s13n12;DDD;DD;D;D
100;s13n12usuario6;D;s13n12usuario14;D;1;93.029.999.733;904;rand;s13n12;DDD;DD;D;D
1;s13n12usuario7;C;s13n12usuario1;C;3;108.438.999.653;9558;rand;s13n12;--;--;;
2;s13n12usuario7;C;s13n12usuario14;C;3;404.539.990.425;4021;rand;s13n12;CCC;CC;C;C
3;s13n12usuario7;C;s13n12usuario1;C;3;283.910.012.245;2813;rand;s13n12;CCC;CC;C;C
4;s13n12usuario7;C;s13n12usuario15;D;0;35.680.000.782;3541;rand;s13n12;CCC;CC;C;C
5;s13n12usuario7;C;s13n12usuario6;D;0;316.350.007.057;3136;rand;s13n12;CDC;CD;C;D
6;s13n12usuario7;C;s13n12usuario3;D;0;290.350.008.011;2878;rand;s13n12;CDC;CD;C;D
7;s13n12usuario7;C;s13n12usuario12;D;0;60.001.001.358;5971;rand;s13n12;CDC;CD;C;D
8;s13n12usuario7;C;s13n12usuario3;D;0;686.760.020.256;6838;rand;s13n12;CDC;CD;C;D
9;s13n12usuario7;D;s13n12usuario2;C;4;164.310.002.327;1622;rand;s13n12;CDD;CD;C;D
10;s13n12usuario7;D;s13n12usuario12;D;1;680.979.990.959;6780;rand;s13n12;DCD;DC;D;C
11;s13n12usuario7;D;s13n12usuario1;D;1;345.599.985.123;3429;rand;s13n12;DDD;DD;D;D
12;s13n12usuario7;D;s13n12usuario2;C;4;785.430.002.213;7827;rand;s13n12;DDD;DD;D;D
13;s13n12usuario7;D;s13n12usuario2;C;4;474.749.994.278;4718;rand;s13n12;DCD;DC;D;C
14;s13n12usuario7;D;s13n12usuario4;D;1;450.020.003.319;4482;rand;s13n12;DCD;DC;D;C
15;s13n12usuario7;C;s13n12usuario4;D;0;667.059.993.744;6613;rand;s13n12;DDC;DD;D;D
16;s13n12usuario7;C;s13n12usuario13;D;0;392.540.001.869;3898;rand;s13n12;CDC;CD;C;D
17;s13n12usuario7;D;s13n12usuario4;C;4;144.619.989.395;1423;rand;s13n12;CDD;CD;C;D
18;s13n12usuario7;D;s13n12usuario1;D;1;298.780.012.131;2966;rand;s13n12;DCD;DC;D;C
19;s13n12usuario7;D;s13n12usuario2;D;1;197.110.009.193;1943;rand;s13n12;DDD;DD;D;D
20;s13n12usuario7;D;s13n12usuario6;D;1;119.210.004.807;1165;rand;s13n12;DDD;DD;D;D
21;s13n12usuario7;D;s13n12usuario9;D;1;103.699.994.087;1011;rand;s13n12;DDD;DD;D;D
22;s13n12usuario7;D;s13n12usuario12;D;1;114.970.016.479;1123;rand;s13n12;DDD;DD;D;D
23;s13n12usuario7;D;s13n12usuario10;D;1;187.969.994.545;1852;rand;s13n12;DDD;DD;D;D
24;s13n12usuario7;D;s13n12usuario14;D;1;101.359.987.259;991;rand;s13n12;DDD;DD;D;D
25;s13n12usuario7;D;s13n12usuario5;C;4;7.233.998.775.480.000;700;rand;s13n12;DDD;DD;D;D
26;s13n12usuario7;D;s13n12usuario8;D;1;290.450.000.763;2885;rand;s13n12;DCD;DC;D;C
27;s13n12usuario7;D;s13n12usuario12;D;1;103.830.003.738;1014;rand;s13n12;DDD;DD;D;D
28;s13n12usuario7;D;s13n12usuario5;C;4;7.467.999.458.310.000;722;rand;s13n12;DDD;DD;D;D
29;s13n12usuario7;D;s13n12usuario12;D;1;119.400.000.572;1165;rand;s13n12;DCD;DC;D;C
30;s13n12usuario7;D;s13n12usuario2;D;1;111.890.006.065;1093;rand;s13n12;DDD;DD;D;D
31;s13n12usuario7;D;s13n12usuario1;D;1;983.500.003.815;957;rand;s13n12;DDD;DD;D;D
32;s13n12usuario7;D;s13n12usuario8;D;1;823.500.156.403;796;rand;s13n12;DDD;DD;D;D
33;s13n12usuario7;D;s13n12usuario4;D;1;103.499.984.741;1008;rand;s13n12;DDD;DD;D;D
34;s13n12usuario7;D;s13n12usuario11;D;1;61.779.999.733;601;rand;s13n12;DDD;DD;D;D
35;s13n12usuario7;D;s13n12usuario8;D;1;771.399.974.823;752;rand;s13n12;DDD;DD;D;D
36;s13n12usuario7;D;s13n12usuario4;C;4;126.139.998.436;1245;rand;s13n12;DDD;DD;D;D
37;s13n12usuario7;D;s13n12usuario2;D;1;169.900.012.016;1673;rand;s13n12;DCD;DC;D;C
38;s13n12usuario7;D;s13n12usuario5;C;4;112.310.004.234;1097;rand;s13n12;DDD;DD;D;D
39;s13n12usuario7;D;s13n12usuario8;D;1;146.989.989.281;1442;rand;s13n12;DCD;DC;D;C
40;s13n12usuario7;D;s13n12usuario15;D;1;402.369.999.886;4005;rand;s13n12;DDD;DD;D;D
41;s13n12usuario7;D;s13n12usuario10;D;1;160.420.012.474;1572;rand;s13n12;DDD;DD;D;D
42;s13n12usuario7;D;s13n12usuario12;D;1;885.200.023.651;856;rand;s13n12;DDD;DD;D;D
43;s13n12usuario7;D;s13n12usuario10;C;4;910.700.082.779;884;rand;s13n12;DDD;DD;D;D
44;s13n12usuario7;D;s13n12usuario9;D;1;135.570.001.602;1328;rand;s13n12;DCD;DC;D;C
45;s13n12usuario7;D;s13n12usuario12;D;1;109.109.997.749;1065;rand;s13n12;DDD;DD;D;D
46;s13n12usuario7;D;s13n12usuario2;D;1;197.589.993.477;1948;rand;s13n12;DDD;DD;D;D
47;s13n12usuario7;D;s13n12usuario12;D;1;129.530.000.687;1267;rand;s13n12;DDD;DD;D;D
48;s13n12usuario7;D;s13n12usuario4;D;1;862.699.985.504;826;rand;s13n12;DDD;DD;D;D
49;s13n12usuario7;D;s13n12usuario4;D;1;7.965.002.059.939.990;771;rand;s13n12;DDD;DD;D;D
50;s13n12usuario7;D;s13n12usuario5;D;1;514.899.969.101;488;rand;s13n12;DDD;DD;D;D
51;s13n12usuario7;D;s13n12usuario10;D;1;951.800.107.956;926;rand;s13n12;DDD;DD;D;D
52;s13n12usuario7;D;s13n12usuario6;D;1;641.499.996.185;616;rand;s13n12;DDD;DD;D;D
53;s13n12usuario7;D;s13n12usuario3;C;4;103.489.995.003;1006;rand;s13n12;DDD;DD;D;D
54;s13n12usuario7;D;s13n12usuario4;D;1;190.930.008.888;1883;rand;s13n12;DCD;DC;D;C
55;s13n12usuario7;D;s13n12usuario14;D;1;728.699.922.562;702;rand;s13n12;DDD;DD;D;D
56;s13n12usuario7;D;s13n12usuario11;D;1;588.700.056.076;569;rand;s13n12;DDD;DD;D;D
57;s13n12usuario7;D;s13n12usuario1;D;1;126.200.008.392;1244;rand;s13n12;DDD;DD;D;D
58;s13n12usuario7;C;s13n12usuario4;D;0;267.320.013.046;2650;rand;s13n12;DDC;DD;D;D
