round;player;action_player;opponent;action_opponent;payoff;time_php;time_js;treatment;session;context;prev;prev_player;prev_opp
61;s13n12usuario2;D;s13n12usuario3;D;1;163.429.999.352;1590;rand;s13n12;CDD;CD;C;D
62;s13n12usuario2;D;s13n12usuario10;D;1;11.303.999.424;1102;rand;s13n12;DDD;DD;D;D
63;s13n12usuario2;C;s13n12usuario12;D;0;127.600.002.289;1247;rand;s13n12;DDC;DD;D;D
64;s13n12usuario2;D;s13n12usuario12;D;1;496.500.015.259;472;rand;s13n12;CDD;CD;C;D
65;s13n12usuario2;D;s13n12usuario14;D;1;471.100.091.934;445;rand;s13n12;DDD;DD;D;D
66;s13n12usuario2;D;s13n12usuario4;C;4;42.890.000.343.300.000;401;rand;s13n12;DDD;DD;D;D
67;s13n12usuario2;D;s13n12usuario8;D;1;109.049.987.793;1063;rand;s13n12;DCD;DC;D;C
68;s13n12usuario2;D;s13n12usuario3;D;1;605.500.221.252;578;rand;s13n12;DDD;DD;D;D
69;s13n12usuario2;D;s13n12usuario12;D;1;560.099.840.164;541;rand;s13n12;DDD;DD;D;D
70;s13n12usuario2;D;s13n12usuario16;C;4;10.759.999.752;1046;rand;s13n12;DDD;DD;D;D
71;s13n12usuario2;D;s13n12usuario10;D;1;159.809.994.698;1574;rand;s13n12;DCD;DC;D;C
72;s13n12usuario2;D;s13n12usuario3;D;1;208.940.005.302;2064;rand;s13n12;DDD;DD;D;D
73;s13n12usuario2;D;s13n12usuario12;D;1;289.639.997.482;2864;rand;s13n12;DDD;DD;D;D
74;s13n12usuario2;D;s13n12usuario3;D;1;770.429.992.676;7670;rand;s13n12;DDD;DD;D;D
75;s13n12usuario2;D;s13n12usuario5;D;1;133.859.992.027;1314;rand;s13n12;DDD;DD;D;D
76;s13n12usuario2;D;s13n12usuario5;D;1;110.070.014;1073;rand;s13n12;DDD;DD;D;D
77;s13n12usuario2;D;s13n12usuario7;D;1;168.700.003.624;1663;rand;s13n12;DDD;DD;D;D
78;s13n12usuario2;D;s13n12usuario16;C;4;557.899.951.935;528;rand;s13n12;DDD;DD;D;D
79;s13n12usuario2;D;s13n12usuario12;D;1;178.480.005.264;1762;rand;s13n12;DCD;DC;D;C
80;s13n12usuario2;D;s13n12usuario14;D;1;522.399.902.344;495;rand;s13n12;DDD;DD;D;D
81;s13n12usuario2;D;s13n12usuario7;D;1;8.981.001.377.110.000;874;rand;s13n12;DDD;DD;D;D
82;s13n12usuario2;D;s13n12usuario4;D;1;3.840.000.629.430.000;358;rand;s13n12;DDD;DD;D;D
83;s13n12usuario2;D;s13n12usuario1;D;1;398.999.929.428;374;rand;s13n12;DDD;DD;D;D
84;s13n12usuario2;D;s13n12usuario4;D;1;626.199.960.709;597;rand;s13n12;DDD;DD;D;D
85;s13n12usuario2;D;s13n12usuario15;D;1;415.600.061.417;394;rand;s13n12;DDD;DD;D;D
86;s13n12usuario2;D;s13n12usuario5;D;1;7.669.999.599.460.000;741;rand;s13n12;DDD;DD;D;D
87;s13n12usuario2;D;s13n12usuario14;D;1;126.060.009.003;1209;rand;s13n12;DDD;DD;D;D
88;s13n12usuario2;D;s13n12usuario6;D;1;133.850.002.289;1315;rand;s13n12;DDD;DD;D;D
89;s13n12usuario2;D;s13n12usuario10;C;4;7.269.001.007.080.000;695;rand;s13n12;DDD;DD;D;D
90;s13n12usuario2;D;s13n12usuario16;D;1;123.870.015.144;1216;rand;s13n12;DCD;DC;D;C
91;s13n12usuario2;D;s13n12usuario11;D;1;445.169.997.215;4425;rand;s13n12;DDD;DD;D;D
92;s13n12usuario2;D;s13n12usuario15;D;1;31.397.998.333;3112;rand;s13n12;DDD;DD;D;D
93;s13n12usuario2;D;s13n12usuario5;C;4;16.617.000.103;1635;rand;s13n12;DDD;DD;D;D
94;s13n12usuario2;D;s13n12usuario3;D;1;122.590.017.319;1200;rand;s13n12;DCD;DC;D;C
95;s13n12usuario2;D;s13n12usuario11;D;1;616.100.072.861;593;rand;s13n12;DDD;DD;D;D
96;s13n12usuario2;D;s13n12usuario9;D;1;402.099.847.794;378;rand;s13n12;DDD;DD;D;D
97;s13n12usuario2;D;s13n12usuario11;D;1;51.609.992.981;491;rand;s13n12;DDD;DD;D;D
98;s13n12usuario2;D;s13n12usuario7;D;1;40.280.008.316;375;rand;s13n12;DDD;DD;D;D
99;s13n12usuario2;D;s13n12usuario8;D;1;461.199.998.856;433;rand;s13n12;DDD;DD;D;D
100;s13n12usuario2;D;s13n12usuario15;D;1;375.0;346;rand;s13n12;DDD;DD;D;D
1;s13n12usuario3;D;s13n12usuario4;C;4;406.739.997.864;2783;rand;s13n12;--;--;;
2;s13n12usuario3;D;s13n12usuario15;D;1;338.279.986.382;3356;rand;s13n12;DCD;DC;D;C
3;s13n12usuario3;D;s13n12usuario11;D;1;342.159.986.496;3396;rand;s13n12;DDD;DD;D;D
4;s13n12usuario3;D;s13n12usuario2;D;1;331.610.012.054;3290;rand;s13n12;DDD;DD;D;D
5;s13n12usuario3;D;s13n12usuario8;D;1;415.639.996.529;4130;rand;s13n12;DDD;DD;D;D
6;s13n12usuario3;D;s13n12usuario7;C;4;445.570.015.907;4431;rand;s13n12;DDD;DD;D;D
7;s13n12usuario3;D;s13n12usuario13;D;1;528.649.997.711;5259;rand;s13n12;DCD;DC;D;C
8;s13n12usuario3;D;s13n12usuario7;C;4;334.580.016.136;3321;rand;s13n12;DDD;DD;D;D
9;s13n12usuario3;D;s13n12usuario13;D;1;586.450.004.578;5844;rand;s13n12;DCD;DC;D;C
10;s13n12usuario3;D;s13n12usuario16;D;1;453.629.994.392;4515;rand;s13n12;DDD;DD;D;D
11;s13n12usuario3;D;s13n12usuario6;D;1;152.830.004.692;1476;rand;s13n12;DDD;DD;D;D
12;s13n12usuario3;D;s13n12usuario12;D;1;134.260.010.719;1316;rand;s13n12;DDD;DD;D;D
13;s13n12usuario3;C;s13n12usuario10;D;0;411.750.006.676;4093;rand;s13n12;DDC;DD;D;D
14;s13n12usuario3;D;s13n12usuario13;D;1;464.109.992.981;4612;rand;s13n12;CDD;CD;C;D
15;s13n12usuario3;D;s13n12usuario16;D;1;402.200.007.439;3995;rand;s13n12;DDD;DD;D;D
16;s13n12usuario3;D;s13n12usuario5;D;1;154.310.011.864;1518;rand;s13n12;DDD;DD;D;D
17;s13n12usuario3;D;s13n12usuario8;D;1;345.039.987.564;3423;rand;s13n12;DDD;DD;D;D
18;s13n12usuario3;D;s13n12usuario15;D;1;771.539.998.055;7666;rand;s13n12;DDD;DD;D;D
19;s13n12usuario3;D;s13n12usuario5;C;4;160.649.991.035;1581;rand;s13n12;DDD;DD;D;D
20;s13n12usuario3;D;s13n12usuario13;C;4;339.580.011.368;3370;rand;s13n12;DCD;DC;D;C
21;s13n12usuario3;D;s13n12usuario14;D;1;166.809.988.022;1639;rand;s13n12;DCD;DC;D;C
22;s13n12usuario3;D;s13n12usuario10;C;4;116.000.008.583;1130;rand;s13n12;DDD;DD;D;D
23;s13n12usuario3;D;s13n12usuario16;D;1;30.474.998.951;3023;rand;s13n12;DCD;DC;D;C
24;s13n12usuario3;D;s13n12usuario6;D;1;174.289.989.471;1716;rand;s13n12;DDD;DD;D;D
25;s13n12usuario3;D;s13n12usuario4;D;1;118.949.985.504;1162;rand;s13n12;DDD;DD;D;D
26;s13n12usuario3;D;s13n12usuario9;D;1;253.799.986.839;2513;rand;s13n12;DDD;DD;D;D
27;s13n12usuario3;D;s13n12usuario14;D;1;986.400.127.411;961;rand;s13n12;DDD;DD;D;D
28;s13n12usuario3;D;s13n12usuario8;D;1;249.900.007.248;2472;rand;s13n12;DDD;DD;D;D
29;s13n12usuario3;D;s13n12usuario10;D;1;838.999.986.649;812;rand;s13n12;DDD;DD;D;D
30;s13n12usuario3;D;s13n12usuario8;D;1;991.800.069.809;973;rand;s13n12;DDD;DD;D;D
31;s13n12usuario3;D;s13n12usuario4;C;4;750.799.894.333;721;rand;s13n12;DDD;DD;D;D
32;s13n12usuario3;C;s13n12usuario2;D;0;207.290.005.684;2047;rand;s13n12;DCC;DC;D;C
33;s13n12usuario3;D;s13n12usuario16;C;4;183.990.001.678;1815;rand;s13n12;CDD;CD;C;D
34;s13n12usuario3;D;s13n12usuario9;D;1;118.499.994.278;1161;rand;s13n12;DCD;DC;D;C
35;s13n12usuario3;D;s13n12usuario9;D;1;100.920.009.613;986;rand;s13n12;DDD;DD;D;D
36;s13n12usuario3;D;s13n12usuario15;D;1;103.679.990.768;1013;rand;s13n12;DDD;DD;D;D
37;s13n12usuario3;D;s13n12usuario9;C;4;600.899.934.769;575;rand;s13n12;DDD;DD;D;D
38;s13n12usuario3;D;s13n12usuario13;D;1;120.300.006.866;1173;rand;s13n12;DCD;DC;D;C
39;s13n12usuario3;D;s13n12usuario12;D;1;633.699.893.951;607;rand;s13n12;DDD;DD;D;D
40;s13n12usuario3;D;s13n12usuario1;C;4;123.989.987.373;1213;rand;s13n12;DDD;DD;D;D
41;s13n12usuario3;C;s13n12usuario14;D;0;363.229.990.005;3603;rand;s13n12;DCC;DC;D;C
42;s13n12usuario3;D;s13n12usuario13;D;1;136.739.993.095;1338;rand;s13n12;CDD;CD;C;D
43;s13n12usuario3;D;s13n12usuario16;C;4;795.099.973.679;771;rand;s13n12;DDD;DD;D;D
44;s13n12usuario3;D;s13n12usuario6;D;1;502.099.990.845;476;rand;s13n12;DCD;DC;D;C
45;s13n12usuario3;D;s13n12usuario13;C;4;117.760.014.534;1155;rand;s13n12;DDD;DD;D;D
46;s13n12usuario3;D;s13n12usuario6;D;1;121.050.000.191;1179;rand;s13n12;DCD;DC;D;C
47;s13n12usuario3;D;s13n12usuario4;D;1;466.699.838.638;442;rand;s13n12;DDD;DD;D;D
48;s13n12usuario3;D;s13n12usuario5;D;1;573.799.848.557;548;rand;s13n12;DDD;DD;D;D
49;s13n12usuario3;D;s13n12usuario9;D;1;4.939.999.580.380.000;470;rand;s13n12;DDD;DD;D;D
50;s13n12usuario3;D;s13n12usuario13;C;4;670.899.868.011;646;rand;s13n12;DDD;DD;D;D
51;s13n12usuario3;D;s13n12usuario11;D;1;20.803.000.927.000.000;2054;rand;s13n12;DCD;DC;D;C
52;s13n12usuario3;D;s13n12usuario8;D;1;806.199.789.047;781;rand;s13n12;DDD;DD;D;D
53;s13n12usuario3;C;s13n12usuario7;D;0;186.870.002.747;1845;rand;s13n12;DDC;DD;D;D
54;s13n12usuario3;D;s13n12usuario8;D;1;134.619.998.932;1319;rand;s13n12;CDD;CD;C;D
55;s13n12usuario3;D;s13n12usuario13;C;4;78.870.010.376;768;rand;s13n12;DDD;DD;D;D
56;s13n12usuario3;D;s13n12usuario1;D;1;390.700.101.852;362;rand;s13n12;DCD;DC;D;C
57;s13n12usuario3;D;s13n12usuario10;C;4;211.049.985.886;2086;rand;s13n12;DDD;DD;D;D
58;s13n12usuario3;D;s13n12usuario6;D;1;510.300.159.454;486;rand;s13n12;DCD;DC;D;C
59;s13n12usuario3;D;s13n12usuario9;C;4;712.899.923.325;694;rand;s13n12;DDD;DD;D;D
60;s13n12usuario3;D;s13n12usuario16;D;1;824.999.809.265;795;rand;s13n12;DCD;DC;D;C
61;s13n12usuario3;D;s13n12usuario2;D;1;514.300.107.956;490;rand;s13n12;DDD;DD;D;D
62;s13n12usuario3;D;s13n12usuario8;D;1;488.499.879.837;462;rand;s13n12;DDD;DD;D;D
63;s13n12usuario3;D;s13n12usuario10;D;1;684.299.945.831;655;rand;s13n12;DDD;DD;D;D
64;s13n12usuario3;D;s13n12usuario13;D;1;508.100.032.806;486;rand;s13n12;DDD;DD;D;D
65;s13n12usuario3;D;s13n12usuario12;D;1;604.999.780.655;580;rand;s13n12;DDD;DD;D;D
66;s13n12usuario3;D;s13n12usuario9;C;4;716.900.110.245;690;rand;s13n12;DDD;DD;D;D
67;s13n12usuario3;C;s13n12usuario15;D;0;167.019.987.106;1643;rand;s13n12;DCC;DC;D;C
68;s13n12usuario3;D;s13n12usuario2;D;1;125.679.993.629;1230;rand;s13n12;CDD;CD;C;D
69;s13n12usuario3;D;s13n12usuario11;C;4;958.700.180.054;930;rand;s13n12;DDD;DD;D;D
70;s13n12usuario3;D;s13n12usuario7;D;1;507.800.102.234;480;rand;s13n12;DCD;DC;D;C
71;s13n12usuario3;D;s13n12usuario12;D;1;648.000.001.907;618;rand;s13n12;DDD;DD;D;D
72;s13n12usuario3;D;s13n12usuario2;D;1;459.800.004.959;433;rand;s13n12;DDD;DD;D;D
73;s13n12usuario3;D;s13n12usuario14;D;1;444.400.072.098;420;rand;s13n12;DDD;DD;D;D
74;s13n12usuario3;D;s13n12usuario2;D;1;613.500.118.256;591;rand;s13n12;DDD;DD;D;D
75;s13n12usuario3;D;s13n12usuario16;D;1;800.199.985.504;775;rand;s13n12;DDD;DD;D;D
76;s13n12usuario3;D;s13n12usuario16;D;1;607.699.871.063;581;rand;s13n12;DDD;DD;D;D
77;s13n12usuario3;D;s13n12usuario13;C;4;646.199.941.635;628;rand;s13n12;DDD;DD;D;D
78;s13n12usuario3;D;s13n12usuario5;D;1;5.322.999.954.219.990;503;rand;s13n12;DCD;DC;D;C
79;s13n12usuario3;D;s13n12usuario13;D;1;810.100.078.583;785;rand;s13n12;DDD;DD;D;D
80;s13n12usuario3;D;s13n12usuario11;D;1;7.609.999.179.839.990;743;rand;s13n12;DDD;DD;D;D
81;s13n12usuario3;D;s13n12usuario6;D;1;497.800.111.771;471;rand;s13n12;DDD;DD;D;D
82;s13n12usuario3;C;s13n12usuario1;D;0;137.709.999.084;1351;rand;s13n12;DDC;DD;D;D
83;s13n12usuario3;D;s13n12usuario8;D;1;118.340.015.411;1157;rand;s13n12;CDD;CD;C;D
84;s13n12usuario3;D;s13n12usuario12;D;1;756.199.836.731;729;rand;s13n12;DDD;DD;D;D
85;s13n12usuario3;D;s13n12usuario11;D;1;485.899.925.232;459;rand;s13n12;DDD;DD;D;D
86;s13n12usuario3;D;s13n12usuario12;D;1;531.899.929.047;506;rand;s13n12;DDD;DD;D;D
87;s13n12usuario3;D;s13n12usuario15;D;1;49.179.983.139;468;rand;s13n12;DDD;DD;D;D
88;s13n12usuario3;D;s13n12usuario8;D;1;7.390.000.820.160.000;714;rand;s13n12;DDD;DD;D;D
89;s13n12usuario3;D;s13n12usuario8;D;1;486.999.988.556;462;rand;s13n12;DDD;DD;D;D
90;s13n12usuario3;D;s13n12usuario10;D;1;57.640.004.158;549;rand;s13n12;DDD;DD;D;D
91;s13n12usuario3;D;s13n12usuario12;D;1;45.860.004.425;434;rand;s13n12;DDD;DD;D;D
92;s13n12usuario3;D;s13n12usuario14;D;1;104.990.005.493;1025;rand;s13n12;DDD;DD;D;D
93;s13n12usuario3;D;s13n12usuario4;D;1;641.800.165.176;623;rand;s13n12;DDD;DD;D;D
94;s13n12usuario3;D;s13n12usuario2;D;1;605.000.019.073;577;rand;s13n12;DDD;DD;D;D
95;s13n12usuario3;D;s13n12usuario13;C;4;5.209.999.084.469.990;494;rand;s13n12;DDD;DD;D;D
96;s13n12usuario3;D;s13n12usuario6;D;1;8.413.000.106.810.000;814;rand;s13n12;DCD;DC;D;C
97;s13n12usuario3;D;s13n12usuario13;D;1;49.329.996.109;474;rand;s13n12;DDD;DD;D;D
98;s13n12usuario3;D;s13n12usuario11;D;1;495.899.915.695;472;rand;s13n12;DDD;DD;D;D
99;s13n12usuario3;D;s13n12usuario10;D;1;153.600.001.335;1484;rand;s13n12;DDD;DD;D;D
100;s13n12usuario3;C;s13n12usuario13;D;0;179.489.994.049;1766;rand;s13n12;DDC;DD;D;D
1;s13n12usuario4;C;s13n12usuario3;D;0;698.189.997.673;5677;rand;s13n12;--;--;;
2;s13n12usuario4;C;s13n12usuario16;D;0;695.269.989.967;6922;rand;s13n12;CDC;CD;C;D
3;s13n12usuario4;D;s13n12usuario2;D;1;361.610.007.286;3596;rand;s13n12;CDD;CD;C;D
4;s13n12usuario4;C;s13n12usuario5;C;3;104.362.001.419;10409;rand;s13n12;DDC;DD;D;D
5;s13n12usuario4;D;s13n12usuario16;C;4;472.320.008.278;4696;rand;s13n12;CCD;CC;C;C
6;s13n12usuario4;D;s13n12usuario6;D;1;395.479.989.052;3931;rand;s13n12;DCD;DC;D;C
7;s13n12usuario4;D;s13n12usuario1;D;1;476.949.977.875;4752;rand;s13n12;DDD;DD;D;D
8;s13n12usuario4;D;s13n12usuario11;D;1;305.229.997.635;3027;rand;s13n12;DDD;DD;D;D
9;s13n12usuario4;C;s13n12usuario11;C;3;359.479.999.542;3570;rand;s13n12;DDC;DD;D;D
10;s13n12usuario4;C;s13n12usuario6;D;0;380.480.003.357;3782;rand;s13n12;CCC;CC;C;C
11;s13n12usuario4;D;s13n12usuario14;D;1;450.820.016.861;4484;rand;s13n12;CDD;CD;C;D
12;s13n12usuario4;C;s13n12usuario15;D;0;296.909.999.847;2945;rand;s13n12;DDC;DD;D;D
13;s13n12usuario4;C;s13n12usuario13;D;0;45.680.000.782;4546;rand;s13n12;CDC;CD;C;D
14;s13n12usuario4;D;s13n12usuario7;D;1;245.849.990.845;2434;rand;s13n12;CDD;CD;C;D
15;s13n12usuario4;D;s13n12usuario7;C;4;337.019.991.875;3346;rand;s13n12;DDD;DD;D;D
16;s13n12usuario4;D;s13n12usuario16;D;1;266.389.989.853;2638;rand;s13n12;DCD;DC;D;C
17;s13n12usuario4;C;s13n12usuario7;D;0;160.290.002.823;1576;rand;s13n12;DDC;DD;D;D
18;s13n12usuario4;C;s13n12usuario13;D;0;277.520.012.856;2748;rand;s13n12;CDC;CD;C;D
19;s13n12usuario4;D;s13n12usuario1;D;1;146.140.003.204;1431;rand;s13n12;CDD;CD;C;D
20;s13n12usuario4;D;s13n12usuario1;D;1;23.234.000.206;2296;rand;s13n12;DDD;DD;D;D
21;s13n12usuario4;D;s13n12usuario1;C;4;372.729.992.867;3703;rand;s13n12;DDD;DD;D;D
22;s13n12usuario4;D;s13n12usuario14;D;1;23.313.999.176;2306;rand;s13n12;DCD;DC;D;C
23;s13n12usuario4;D;s13n12usuario6;D;1;246.670.007.706;2442;rand;s13n12;DDD;DD;D;D
24;s13n12usuario4;D;s13n12usuario15;D;1;190.240.001.678;1883;rand;s13n12;DDD;DD;D;D
25;s13n12usuario4;D;s13n12usuario3;D;1;794.879.984.856;7893;rand;s13n12;DDD;DD;D;D
26;s13n12usuario4;C;s13n12usuario15;D;0;27.256.000.042;2698;rand;s13n12;DDC;DD;D;D
27;s13n12usuario4;C;s13n12usuario8;D;0;602.530.002.594;6000;rand;s13n12;CDC;CD;C;D
28;s13n12usuario4;D;s13n12usuario15;D;1;159.399.986.267;1570;rand;s13n12;CDD;CD;C;D
29;s13n12usuario4;C;s13n12usuario5;C;3;297.200.012.207;2947;rand;s13n12;DDC;DD;D;D
30;s13n12usuario4;C;s13n12usuario12;D;0;247.100.019.455;2446;rand;s13n12;CCC;CC;C;C
31;s13n12usuario4;C;s13n12usuario3;D;0;233.390.021.324;2311;rand;s13n12;CDC;CD;C;D
32;s13n12usuario4;D;s13n12usuario16;C;4;157.540.011.406;1538;rand;s13n12;CDD;CD;C;D
33;s13n12usuario4;D;s13n12usuario7;D;1;136.739.993.095;1340;rand;s13n12;DCD;DC;D;C
34;s13n12usuario4;D;s13n12usuario6;D;1;150.279.998.779;1479;rand;s13n12;DDD;DD;D;D
35;s13n12usuario4;C;s13n12usuario6;D;0;121.829.986.572;1194;rand;s13n12;DDC;DD;D;D
36;s13n12usuario4;C;s13n12usuario7;D;0;159.329.986.572;1568;rand;s13n12;CDC;CD;C;D
37;s13n12usuario4;C;s13n12usuario1;C;3;172.440.004.349;1701;rand;s13n12;CDC;CD;C;D
38;s13n12usuario4;C;s13n12usuario1;C;3;194.400.000.572;1918;rand;s13n12;CCC;CC;C;C
39;s13n12usuario4;C;s13n12usuario2;D;0;152.039.980.888;1496;rand;s13n12;CCC;CC;C;C
40;s13n12usuario4;C;s13n12usuario12;D;0;195.770.001.411;1931;rand;s13n12;CDC;CD;C;D
41;s13n12usuario4;C;s13n12usuario2;D;0;135.770.010.948;1333;rand;s13n12;CDC;CD;C;D
42;s13n12usuario4;C;s13n12usuario9;D;0;184.030.008.316;1824;rand;s13n12;CDC;CD;C;D
43;s13n12usuario4;C;s13n12usuario9;D;0;408.869.981.766;4063;rand;s13n12;CDC;CD;C;D
44;s13n12usuario4;D;s13n12usuario8;D;1;107.659.983.635;1049;rand;s13n12;CDD;CD;C;D
45;s13n12usuario4;D;s13n12usuario11;C;4;230.490.016.937;2280;rand;s13n12;DDD;DD;D;D
46;s13n12usuario4;C;s13n12usuario12;D;0;317.429.995.537;3146;rand;s13n12;DCC;DC;D;C
47;s13n12usuario4;D;s13n12usuario3;D;1;122.469.997.406;1200;rand;s13n12;CDD;CD;C;D
48;s13n12usuario4;D;s13n12usuario7;D;1;152.419.996.262;1500;rand;s13n12;DDD;DD;D;D
49;s13n12usuario4;D;s13n12usuario7;D;1;143.169.999.123;1407;rand;s13n12;DDD;DD;D;D
50;s13n12usuario4;D;s13n12usuario6;D;1;177.660.012.245;1758;rand;s13n12;DDD;DD;D;D
51;s13n12usuario4;C;s13n12usuario13;D;0;240.110.015.869;2372;rand;s13n12;DDC;DD;D;D
52;s13n12usuario4;D;s13n12usuario12;D;1;143.970.012.665;1416;rand;s13n12;CDD;CD;C;D
53;s13n12usuario4;D;s13n12usuario13;D;1;7.106.001.377.110.000;684;rand;s13n12;DDD;DD;D;D
54;s13n12usuario4;D;s13n12usuario7;D;1;288.080.000.877;2861;rand;s13n12;DDD;DD;D;D
55;s13n12usuario4;D;s13n12usuario12;D;1;988.000.154.495;958;rand;s13n12;DDD;DD;D;D
56;s13n12usuario4;D;s13n12usuario8;D;1;114.170.002.937;1122;rand;s13n12;DDD;DD;D;D
57;s13n12usuario4;C;s13n12usuario15;D;0;180.240.011.215;1776;rand;s13n12;DDC;DD;D;D
58;s13n12usuario4;D;s13n12usuario7;C;4;164.720.010.757;1630;rand;s13n12;CDD;CD;C;D
59;s13n12usuario4;D;s13n12usuario7;C;4;176.559.996.605;1740;rand;s13n12;DCD;DC;D;C
60;s13n12usuario4;D;s13n12usuario10;D;1;11.779.999.733;1152;rand;s13n12;DCD;DC;D;C
61;s13n12usuario4;D;s13n12usuario7;D;1;220.920.014.381;2185;rand;s13n12;DDD;DD;D;D
62;s13n12usuario4;D;s13n12usuario6;D;1;282.909.989.357;2801;rand;s13n12;DDD;DD;D;D
63;s13n12usuario4;D;s13n12usuario6;D;1;769.299.983.978;742;rand;s13n12;DDD;DD;D;D
64;s13n12usuario4;D;s13n12usuario15;D;1;754.400.014.877;728;rand;s13n12;DDD;DD;D;D
65;s13n12usuario4;C;s13n12usuario15;D;0;148.429.989.815;1460;rand;s13n12;DDC;DD;D;D
66;s13n12usuario4;C;s13n12usuario2;D;0;185.119.986.534;1825;rand;s13n12;CDC;CD;C;D
67;s13n12usuario4;D;s13n12usuario13;D;1;690.729.999.542;6880;rand;s13n12;CDD;CD;C;D
68;s13n12usuario4;D;s13n12usuario15;D;1;11.087.000.369.999.900;1081;rand;s13n12;DDD;DD;D;D
69;s13n12usuario4;D;s13n12usuario7;D;1;622.699.975.967;598;rand;s13n12;DDD;DD;D;D
70;s13n12usuario4;D;s13n12usuario1;D;1;105.200.004.578;1027;rand;s13n12;DDD;DD;D;D
71;s13n12usuario4;D;s13n12usuario7;D;1;104.000.020.027;1017;rand;s13n12;DDD;DD;D;D
72;s13n12usuario4;C;s13n12usuario9;D;0;209.050.011.635;2065;rand;s13n12;DDC;DD;D;D
73;s13n12usuario4;D;s13n12usuario13;D;1;125.430.011.749;1227;rand;s13n12;CDD;CD;C;D
74;s13n12usuario4;D;s13n12usuario5;D;1;656.399.965.286;630;rand;s13n12;DDD;DD;D;D
75;s13n12usuario4;D;s13n12usuario10;D;1;926.599.979.401;901;rand;s13n12;DDD;DD;D;D
76;s13n12usuario4;D;s13n12usuario1;D;1;7.330.000.400.539.990;705;rand;s13n12;DDD;DD;D;D
77;s13n12usuario4;D;s13n12usuario5;D;1;11.116.001.606;1091;rand;s13n12;DDD;DD;D;D
78;s13n12usuario4;D;s13n12usuario6;D;1;7.325.000.762.939.990;708;rand;s13n12;DDD;DD;D;D
79;s13n12usuario4;D;s13n12usuario16;C;4;164.930.009.842;1622;rand;s13n12;DDD;DD;D;D
80;s13n12usuario4;D;s13n12usuario16;D;1;146.409.988.403;1439;rand;s13n12;DCD;DC;D;C
81;s13n12usuario4;D;s13n12usuario9;D;1;147.350.001.335;1446;rand;s13n12;DDD;DD;D;D
82;s13n12usuario4;D;s13n12usuario2;D;1;822.000.026.703;797;rand;s13n12;DDD;DD;D;D
83;s13n12usuario4;D;s13n12usuario15;D;1;837.700.128.555;810;rand;s13n12;DDD;DD;D;D
84;s13n12usuario4;D;s13n12usuario2;D;1;107.710.003.853;1050;rand;s13n12;DDD;DD;D;D
85;s13n12usuario4;D;s13n12usuario1;D;1;8.239.998.817.439.990;798;rand;s13n12;DDD;DD;D;D
86;s13n12usuario4;D;s13n12usuario10;C;4;801.900.148.392;774;rand;s13n12;DDD;DD;D;D
87;s13n12usuario4;D;s13n12usuario11;C;4;214.910.006.523;2120;rand;s13n12;DCD;DC;D;C
88;s13n12usuario4;D;s13n12usuario5;D;1;149.519.991.875;1468;rand;s13n12;DCD;DC;D;C
89;s13n12usuario4;D;s13n12usuario15;D;1;10.204.000.473;998;rand;s13n12;DDD;DD;D;D
90;s13n12usuario4;D;s13n12usuario15;D;1;167.149.996.758;1651;rand;s13n12;DDD;DD;D;D
91;s13n12usuario4;D;s13n12usuario8;D;1;7.901.999.950.410.000;766;rand;s13n12;DDD;DD;D;D
92;s13n12usuario4;C;s13n12usuario10;C;3;10.938.000.679.000.000;1067;rand;s13n12;DDC;DD;D;D
93;s13n12usuario4;D;s13n12usuario3;D;1;318.280.005.455;3156;rand;s13n12;CCD;CC;C;C
94;s13n12usuario4;C;s13n12usuario7;D;0;124.359.989.166;1216;rand;s13n12;DDC;DD;D;D
95;s13n12usuario4;D;s13n12usuario5;C;4;101.719.999.313;994;rand;s13n12;CDD;CD;C;D
96;s13n12usuario4;D;s13n12usuario5;C;4;109.159.994.125;1065;rand;s13n12;DCD;DC;D;C
97;s13n12usuario4;D;s13n12usuario14;D;1;956.900.119.781;933;rand;s13n12;DCD;DC;D;C
98;s13n12usuario4;C;s13n12usuario5;D;0;15.093.998.909.000.000;1485;rand;s13n12;DDC;DD;D;D
99;s13n12usuario4;D;s13n12usuario15;D;1;982.399.940.491;954;rand;s13n12;CDD;CD;C;D
100;s13n12usuario4;D;s13n12usuario9;C;4;753.800.153.732;735;rand;s13n12;DDD;DD;D;D
1;s13n12usuario5;C;s13n12usuario6;D;0;801.659.989.357;6725;rand;s13n12;--;--;;
2;s13n12usuario5;D;s13n12usuario9;D;1;254.665.999.413;25437;rand;s13n12;CDD;CD;C;D
3;s13n12usuario5;D;s13n12usuario8;D;1;255.432.999.134;25515;rand;s13n12;DDD;DD;D;D
4;s13n12usuario5;C;s13n12usuario4;C;3;258.641.002.178;25834;rand;s13n12;DDC;DD;D;D
5;s13n12usuario5;C;s13n12usuario11;C;3;275.436.999.798;27512;rand;s13n12;CCC;CC;C;C
6;s13n12usuario5;D;s13n12usuario10;D;1;283.289.999.962;28295;rand;s13n12;CCD;CC;C;C
7;s13n12usuario5;C;s13n12usuario16;C;3;28.256.000.042.000.000;28227;rand;s13n12;DDC;DD;D;D
8;s13n12usuario5;C;s13n12usuario15;D;0;280.920.000.076;28061;rand;s13n12;CCC;CC;C;C
9;s13n12usuario5;C;s13n12usuario14;D;0;249.044.001.102;24871;rand;s13n12;CDC;CD;C;D
